NOMBRE DEL PLATILLO|ORIGEN|RENDIMIENTO (PERSONAS)|PREPARACIÓN (MIN)|COCCIÓN (MIN)|REPOSO (MIN)|REFRIGERACIÓN (MIN)|CONGELACIÓN (MIN)|DIFICULTAD|COSTO|TIPO|Epoca|Categoría |Ingrediente
SOPA SECA DE NATAS|JALISCO|10|20|120|30|0|0|2|2|SOPA|Conquista y Virreinato (1521 – 1821)|Sopas y caldos|LECHE
SOPA SECA DE NATAS|JALISCO|10|20|120|30|0|0|2|2|SOPA|Conquista y Virreinato (1521 – 1821)|Sopas y caldos|HUEVO
SOPA SECA DE NATAS|JALISCO|10|20|120|30|0|0|2|2|SOPA|Conquista y Virreinato (1521 – 1821)|Sopas y caldos|TRIGO
SOPA SECA DE NATAS|JALISCO|10|20|120|30|0|0|2|2|SOPA|Conquista y Virreinato (1521 – 1821)|Sopas y caldos|MANTEQUILLA
SOPA SECA DE NATAS|JALISCO|10|20|120|30|0|0|2|2|SOPA|Conquista y Virreinato (1521 – 1821)|Sopas y caldos|JITOMATE
SOPA SECA DE NATAS|JALISCO|10|20|120|30|0|0|2|2|SOPA|Conquista y Virreinato (1521 – 1821)|Sopas y caldos|NATA
SOPA SECA DE NATAS|JALISCO|10|20|120|30|0|0|2|2|SOPA|Conquista y Virreinato (1521 – 1821)|Sopas y caldos|SAL
SOPA SECA DE NATAS|JALISCO|10|20|120|30|0|0|2|2|SOPA|Conquista y Virreinato (1521 – 1821)|Sopas y caldos|POLLO
SOPA SECA DE NATAS|JALISCO|10|20|120|30|0|0|2|2|SOPA|Conquista y Virreinato (1521 – 1821)|Sopas y caldos|CEBOLLA
SOPA SECA DE NATAS|JALISCO|10|20|120|30|0|0|2|2|SOPA|Conquista y Virreinato (1521 – 1821)|Sopas y caldos|CILANTRO
SOPA SECA DE NATAS|JALISCO|10|20|120|30|0|0|2|2|SOPA|Conquista y Virreinato (1521 – 1821)|Sopas y caldos|CHILE POBLANO
SOPA SECA DE NATAS|JALISCO|10|20|120|30|0|0|2|2|SOPA|Conquista y Virreinato (1521 – 1821)|Sopas y caldos|SAL
TACOS DE CHILATE DE PESCADO SECO|GUERRERO|8|20|480|0|0|0|1|2|ANTOJITOS CON MAIZ|México Prehispánico (Antes de 1521)|Antojitos|PESCADO
TACOS DE CHILATE DE PESCADO SECO|GUERRERO|8|20|480|0|0|0|1|2|ANTOJITOS CON MAIZ|México Prehispánico (Antes de 1521)|Antojitos|CHILE GUAJILLO
TACOS DE CHILATE DE PESCADO SECO|GUERRERO|8|20|480|0|0|0|1|2|ANTOJITOS CON MAIZ|México Prehispánico (Antes de 1521)|Antojitos|AJO
TACOS DE CHILATE DE PESCADO SECO|GUERRERO|8|20|480|0|0|0|1|2|ANTOJITOS CON MAIZ|México Prehispánico (Antes de 1521)|Antojitos|CERDO
TACOS DE CHILATE DE PESCADO SECO|GUERRERO|8|20|480|0|0|0|1|2|ANTOJITOS CON MAIZ|México Prehispánico (Antes de 1521)|Antojitos|EPAZOTE
TACOS DE CHILATE DE PESCADO SECO|GUERRERO|8|20|480|0|0|0|1|2|ANTOJITOS CON MAIZ|México Prehispánico (Antes de 1521)|Antojitos|MAIZ
TACOS DE CHILATE DE PESCADO SECO|GUERRERO|8|20|480|0|0|0|1|2|ANTOJITOS CON MAIZ|México Prehispánico (Antes de 1521)|Antojitos|SAL
TACOS DE HONGOS AL SARTEN|ESTADO DE MEXICO|4|25|20|0|0|0|1|2|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos|ACEITE
TACOS DE HONGOS AL SARTEN|ESTADO DE MEXICO|4|25|20|0|0|0|1|2|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos|AJO
TACOS DE HONGOS AL SARTEN|ESTADO DE MEXICO|4|25|20|0|0|0|1|2|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos|CEBOLLA
TACOS DE HONGOS AL SARTEN|ESTADO DE MEXICO|4|25|20|0|0|0|1|2|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos|HONGO
TACOS DE HONGOS AL SARTEN|ESTADO DE MEXICO|4|25|20|0|0|0|1|2|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos|VINO BLANCO
TACOS DE HONGOS AL SARTEN|ESTADO DE MEXICO|4|25|20|0|0|0|1|2|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos|JITOMATE
TACOS DE HONGOS AL SARTEN|ESTADO DE MEXICO|4|25|20|0|0|0|1|2|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos|CHILE SERRANO
TACOS DE HONGOS AL SARTEN|ESTADO DE MEXICO|4|25|20|0|0|0|1|2|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos|EPAZOTE
TACOS DE HONGOS AL SARTEN|ESTADO DE MEXICO|4|25|20|0|0|0|1|2|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos|MAIZ
TACOS DE HONGOS AL SARTEN|ESTADO DE MEXICO|4|25|20|0|0|0|1|2|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos|SALSA
TACOS DE HONGOS AL SARTEN|ESTADO DE MEXICO|4|25|20|0|0|0|1|2|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos|SAL
TACOS DE MACHACA CON HUEVO|NUEVO LEON|6|5|15|0|0|0|1|2|ANTOJITOS CON MAIZ|Revolución Mexicana (1910 - 1940)|Antojitos|ACEITE
TACOS DE MACHACA CON HUEVO|NUEVO LEON|6|5|15|0|0|0|1|2|ANTOJITOS CON MAIZ|Revolución Mexicana (1910 - 1940)|Antojitos|CEBOLLA
TACOS DE MACHACA CON HUEVO|NUEVO LEON|6|5|15|0|0|0|1|2|ANTOJITOS CON MAIZ|Revolución Mexicana (1910 - 1940)|Antojitos|AJO
TACOS DE MACHACA CON HUEVO|NUEVO LEON|6|5|15|0|0|0|1|2|ANTOJITOS CON MAIZ|Revolución Mexicana (1910 - 1940)|Antojitos|CHILE SERRANO
TACOS DE MACHACA CON HUEVO|NUEVO LEON|6|5|15|0|0|0|1|2|ANTOJITOS CON MAIZ|Revolución Mexicana (1910 - 1940)|Antojitos|JITOMATE
TACOS DE MACHACA CON HUEVO|NUEVO LEON|6|5|15|0|0|0|1|2|ANTOJITOS CON MAIZ|Revolución Mexicana (1910 - 1940)|Antojitos|MACHACA
TACOS DE MACHACA CON HUEVO|NUEVO LEON|6|5|15|0|0|0|1|2|ANTOJITOS CON MAIZ|Revolución Mexicana (1910 - 1940)|Antojitos|HUEVO
TACOS DE MACHACA CON HUEVO|NUEVO LEON|6|5|15|0|0|0|1|2|ANTOJITOS CON MAIZ|Revolución Mexicana (1910 - 1940)|Antojitos|MAIZ
TACOS DE MACHACA CON HUEVO|NUEVO LEON|6|5|15|0|0|0|1|2|ANTOJITOS CON MAIZ|Revolución Mexicana (1910 - 1940)|Antojitos|SALSA
TACOS DE MACHACA CON HUEVO|NUEVO LEON|6|5|15|0|0|0|1|2|ANTOJITOS CON MAIZ|Revolución Mexicana (1910 - 1940)|Antojitos|SAL
TACOS DE QUELITES CON REQUESON|CIUDAD DE MEXICO|6|30|15|10|0|0|2|1|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos|CERDO
TACOS DE QUELITES CON REQUESON|CIUDAD DE MEXICO|6|30|15|10|0|0|2|1|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos|CEBOLLA
TACOS DE QUELITES CON REQUESON|CIUDAD DE MEXICO|6|30|15|10|0|0|2|1|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos|AJO
TACOS DE QUELITES CON REQUESON|CIUDAD DE MEXICO|6|30|15|10|0|0|2|1|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos|CHILE VERDE
TACOS DE QUELITES CON REQUESON|CIUDAD DE MEXICO|6|30|15|10|0|0|2|1|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos|QUELITE
TACOS DE QUELITES CON REQUESON|CIUDAD DE MEXICO|6|30|15|10|0|0|2|1|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos|REQUESON
TACOS DE QUELITES CON REQUESON|CIUDAD DE MEXICO|6|30|15|10|0|0|2|1|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos|CILANTRO
TACOS DE QUELITES CON REQUESON|CIUDAD DE MEXICO|6|30|15|10|0|0|2|1|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos|MAIZ
TACOS DE QUELITES CON REQUESON|CIUDAD DE MEXICO|6|30|15|10|0|0|2|1|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos|PICO DE GALLO
TACOS DE QUELITES CON REQUESON|CIUDAD DE MEXICO|6|30|15|10|0|0|2|1|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos|SAL
TAMAL DE CAZUELA VERACRUZANO|VERACRUZ|30|40|75|0|0|0|2|2|TAMALES DE MASA CERNIDA|México Prehispánico (Antes de 1521)|Tamales|MASA CERNIDA
TAMAL DE CAZUELA VERACRUZANO|VERACRUZ|30|40|75|0|0|0|2|2|TAMALES DE MASA CERNIDA|México Prehispánico (Antes de 1521)|Tamales|POLVO PARA HORNEAR
TAMAL DE CAZUELA VERACRUZANO|VERACRUZ|30|40|75|0|0|0|2|2|TAMALES DE MASA CERNIDA|México Prehispánico (Antes de 1521)|Tamales|CHILE ANCHO
TAMAL DE CAZUELA VERACRUZANO|VERACRUZ|30|40|75|0|0|0|2|2|TAMALES DE MASA CERNIDA|México Prehispánico (Antes de 1521)|Tamales|JITOMATE
TAMAL DE CAZUELA VERACRUZANO|VERACRUZ|30|40|75|0|0|0|2|2|TAMALES DE MASA CERNIDA|México Prehispánico (Antes de 1521)|Tamales|HOJA SANTA
TAMAL DE CAZUELA VERACRUZANO|VERACRUZ|30|40|75|0|0|0|2|2|TAMALES DE MASA CERNIDA|México Prehispánico (Antes de 1521)|Tamales|CERDO
TAMAL DE CAZUELA VERACRUZANO|VERACRUZ|30|40|75|0|0|0|2|2|TAMALES DE MASA CERNIDA|México Prehispánico (Antes de 1521)|Tamales|SAL
TAMAL DE ELOTE DEL GOLFO|VERACRUZ|10|40|60|0|0|0|3|2|TAMALES DE ELOTE TIERNO|México Prehispánico (Antes de 1521)|Tamales|MASA DE ELOTE TIERNO
TAMAL DE ELOTE DEL GOLFO|VERACRUZ|10|40|60|0|0|0|3|2|TAMALES DE ELOTE TIERNO|México Prehispánico (Antes de 1521)|Tamales|POLLO
TAMAL DE ELOTE DEL GOLFO|VERACRUZ|10|40|60|0|0|0|3|2|TAMALES DE ELOTE TIERNO|México Prehispánico (Antes de 1521)|Tamales|MOLE DE XICO
TAMAL DE ELOTE DEL GOLFO|VERACRUZ|10|40|60|0|0|0|3|2|TAMALES DE ELOTE TIERNO|México Prehispánico (Antes de 1521)|Tamales|SAL
TAMAL DE ELOTE DEL GOLFO|VERACRUZ|10|40|60|0|0|0|3|2|TAMALES DE ELOTE TIERNO|México Prehispánico (Antes de 1521)|Tamales|HOJA SANTA
TAMAL DE ELOTE EN CAZUELA|VERACRUZ|10|30|85|0|0|0|2|2|TAMALES DE ELOTE TIERNO|México Prehispánico (Antes de 1521)|Tamales|ELOTE
TAMAL DE ELOTE EN CAZUELA|VERACRUZ|10|30|85|0|0|0|2|2|TAMALES DE ELOTE TIERNO|México Prehispánico (Antes de 1521)|Tamales|LECHE
TAMAL DE ELOTE EN CAZUELA|VERACRUZ|10|30|85|0|0|0|2|2|TAMALES DE ELOTE TIERNO|México Prehispánico (Antes de 1521)|Tamales|MANTEQUILLA
TAMAL DE ELOTE EN CAZUELA|VERACRUZ|10|30|85|0|0|0|2|2|TAMALES DE ELOTE TIERNO|México Prehispánico (Antes de 1521)|Tamales|AZUCAR
TAMAL DE ELOTE EN CAZUELA|VERACRUZ|10|30|85|0|0|0|2|2|TAMALES DE ELOTE TIERNO|México Prehispánico (Antes de 1521)|Tamales|HUEVO
TAMAL DE ELOTE EN CAZUELA|VERACRUZ|10|30|85|0|0|0|2|2|TAMALES DE ELOTE TIERNO|México Prehispánico (Antes de 1521)|Tamales|HARINA DE TRIGO
TAMAL DE ELOTE EN CAZUELA|VERACRUZ|10|30|85|0|0|0|2|2|TAMALES DE ELOTE TIERNO|México Prehispánico (Antes de 1521)|Tamales|SAL
TAMAL DE ELOTE EN CAZUELA|VERACRUZ|10|30|85|0|0|0|2|2|TAMALES DE ELOTE TIERNO|México Prehispánico (Antes de 1521)|Tamales|JITOMATE
TAMAL DE ELOTE EN CAZUELA|VERACRUZ|10|30|85|0|0|0|2|2|TAMALES DE ELOTE TIERNO|México Prehispánico (Antes de 1521)|Tamales|CEBOLLA
TAMAL DE ELOTE EN CAZUELA|VERACRUZ|10|30|85|0|0|0|2|2|TAMALES DE ELOTE TIERNO|México Prehispánico (Antes de 1521)|Tamales|ACEITE DE OLIVA
TAMAL DE ELOTE EN CAZUELA|VERACRUZ|10|30|85|0|0|0|2|2|TAMALES DE ELOTE TIERNO|México Prehispánico (Antes de 1521)|Tamales|CHILE POBLANO
TAMAL DE ELOTE EN CAZUELA|VERACRUZ|10|30|85|0|0|0|2|2|TAMALES DE ELOTE TIERNO|México Prehispánico (Antes de 1521)|Tamales|POLLO
TAMAL DE PATO RELLENO|ESTADO DE MEXICO|4|20|135|0|0|0|3|2|OTROS TAMALES|Conquista y Virreinato (1521 – 1821)|Tamales|PATO
TAMAL DE PATO RELLENO|ESTADO DE MEXICO|4|20|135|0|0|0|3|2|OTROS TAMALES|Conquista y Virreinato (1521 – 1821)|Tamales|CHILE PASILLA
TAMAL DE PATO RELLENO|ESTADO DE MEXICO|4|20|135|0|0|0|3|2|OTROS TAMALES|Conquista y Virreinato (1521 – 1821)|Tamales|ACEITE
TAMAL DE PATO RELLENO|ESTADO DE MEXICO|4|20|135|0|0|0|3|2|OTROS TAMALES|Conquista y Virreinato (1521 – 1821)|Tamales|CEBOLLA
TAMAL DE PATO RELLENO|ESTADO DE MEXICO|4|20|135|0|0|0|3|2|OTROS TAMALES|Conquista y Virreinato (1521 – 1821)|Tamales|AJO
TAMAL DE PATO RELLENO|ESTADO DE MEXICO|4|20|135|0|0|0|3|2|OTROS TAMALES|Conquista y Virreinato (1521 – 1821)|Tamales|EPAZOTE
TAMAL DE PATO RELLENO|ESTADO DE MEXICO|4|20|135|0|0|0|3|2|OTROS TAMALES|Conquista y Virreinato (1521 – 1821)|Tamales|XOCONOSTLE
TAMAL DE PATO RELLENO|ESTADO DE MEXICO|4|20|135|0|0|0|3|2|OTROS TAMALES|Conquista y Virreinato (1521 – 1821)|Tamales|SAL
TAMAL DE PATO RELLENO|ESTADO DE MEXICO|4|20|135|0|0|0|3|2|OTROS TAMALES|Conquista y Virreinato (1521 – 1821)|Tamales|MAIZ
TAMAL DE YUCA EN CAZUELA|VERACRUZ|10|60|120|0|0|0|2|2|OTROS TAMALES|México Prehispánico (Antes de 1521)|Tamales|CHILE DE ARBOL
TAMAL DE YUCA EN CAZUELA|VERACRUZ|10|60|120|0|0|0|2|2|OTROS TAMALES|México Prehispánico (Antes de 1521)|Tamales|CHILE CASCABEL
TAMAL DE YUCA EN CAZUELA|VERACRUZ|10|60|120|0|0|0|2|2|OTROS TAMALES|México Prehispánico (Antes de 1521)|Tamales|CHILE GUAJILLO
TAMAL DE YUCA EN CAZUELA|VERACRUZ|10|60|120|0|0|0|2|2|OTROS TAMALES|México Prehispánico (Antes de 1521)|Tamales|CERDO
TAMAL DE YUCA EN CAZUELA|VERACRUZ|10|60|120|0|0|0|2|2|OTROS TAMALES|México Prehispánico (Antes de 1521)|Tamales|AJO
TAMAL DE YUCA EN CAZUELA|VERACRUZ|10|60|120|0|0|0|2|2|OTROS TAMALES|México Prehispánico (Antes de 1521)|Tamales|ACHIOTE
TAMAL DE YUCA EN CAZUELA|VERACRUZ|10|60|120|0|0|0|2|2|OTROS TAMALES|México Prehispánico (Antes de 1521)|Tamales|COMINO
TAMAL DE YUCA EN CAZUELA|VERACRUZ|10|60|120|0|0|0|2|2|OTROS TAMALES|México Prehispánico (Antes de 1521)|Tamales|HIERBA SANTA
TAMAL DE YUCA EN CAZUELA|VERACRUZ|10|60|120|0|0|0|2|2|OTROS TAMALES|México Prehispánico (Antes de 1521)|Tamales|SAL
TAMAL DE YUCA EN CAZUELA|VERACRUZ|10|60|120|0|0|0|2|2|OTROS TAMALES|México Prehispánico (Antes de 1521)|Tamales|YUCA
TAMAL DE YUCA EN CAZUELA|VERACRUZ|10|60|120|0|0|0|2|2|OTROS TAMALES|México Prehispánico (Antes de 1521)|Tamales|PLATANO
TAMAL PERDIDO DE SAN LUIS POTOSI|SAN LUIS POTOSI|20|50|80|0|0|0|2|2|TAMALES DE MASA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Postres|MASA DE MAIZ
TAMAL PERDIDO DE SAN LUIS POTOSI|SAN LUIS POTOSI|20|50|80|0|0|0|2|2|TAMALES DE MASA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Postres|CECINA
TAMAL PERDIDO DE SAN LUIS POTOSI|SAN LUIS POTOSI|20|50|80|0|0|0|2|2|TAMALES DE MASA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Postres|CHILE ANCHO
TAMAL PERDIDO DE SAN LUIS POTOSI|SAN LUIS POTOSI|20|50|80|0|0|0|2|2|TAMALES DE MASA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Postres|COMINO
TAMAL PERDIDO DE SAN LUIS POTOSI|SAN LUIS POTOSI|20|50|80|0|0|0|2|2|TAMALES DE MASA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Postres|AJO
TAMAL PERDIDO DE SAN LUIS POTOSI|SAN LUIS POTOSI|20|50|80|0|0|0|2|2|TAMALES DE MASA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Postres|CERDO
TAMAL PERDIDO DE SAN LUIS POTOSI|SAN LUIS POTOSI|20|50|80|0|0|0|2|2|TAMALES DE MASA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Postres|SAL
TAMAL PERDIDO DE SAN LUIS POTOSI|SAN LUIS POTOSI|20|50|80|0|0|0|2|2|TAMALES DE MASA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Postres|PIMIENTO
TAMALES CANARIOS OAXAQUEÑOS|OAXACA|30|45|80|0|0|0|3|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|MAIZ
TAMALES CANARIOS OAXAQUEÑOS|OAXACA|30|45|80|0|0|0|3|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|HARINA DE ARROZ
TAMALES CANARIOS OAXAQUEÑOS|OAXACA|30|45|80|0|0|0|3|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|CALDO DE AVE
TAMALES CANARIOS OAXAQUEÑOS|OAXACA|30|45|80|0|0|0|3|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|LECHE
TAMALES CANARIOS OAXAQUEÑOS|OAXACA|30|45|80|0|0|0|3|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|HUEVO
TAMALES CANARIOS OAXAQUEÑOS|OAXACA|30|45|80|0|0|0|3|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|AGUA
TAMALES CANARIOS OAXAQUEÑOS|OAXACA|30|45|80|0|0|0|3|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|PASA
TAMALES CANARIOS OAXAQUEÑOS|OAXACA|30|45|80|0|0|0|3|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|ALMENDRA
TAMALES CANARIOS OAXAQUEÑOS|OAXACA|30|45|80|0|0|0|3|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|NUEZ
TAMALES CANARIOS QUERETANOS|QUERETARO|30|45|60|0|0|0|2|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|MANTEQUILLA
TAMALES CANARIOS QUERETANOS|QUERETARO|30|45|60|0|0|0|2|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|AZUCAR
TAMALES CANARIOS QUERETANOS|QUERETARO|30|45|60|0|0|0|2|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|VAINILLA
TAMALES CANARIOS QUERETANOS|QUERETARO|30|45|60|0|0|0|2|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|HUEVO
TAMALES CANARIOS QUERETANOS|QUERETARO|30|45|60|0|0|0|2|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|POLVO DE HORNEAR
TAMALES CANARIOS QUERETANOS|QUERETARO|30|45|60|0|0|0|2|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|HARINA DE ARROZ
TAMALES COSTEÑO|VERACRUZ|40|40|90|0|0|0|2|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|CERDO
TAMALES COSTEÑO|VERACRUZ|40|40|90|0|0|0|2|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|CHILE ANCHO
TAMALES COSTEÑO|VERACRUZ|40|40|90|0|0|0|2|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|CHILE PASILLA
TAMALES COSTEÑO|VERACRUZ|40|40|90|0|0|0|2|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|CHILE MULATO
TAMALES COSTEÑO|VERACRUZ|40|40|90|0|0|0|2|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|CANELA
TAMALES COSTEÑO|VERACRUZ|40|40|90|0|0|0|2|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|CLAVO
TAMALES COSTEÑO|VERACRUZ|40|40|90|0|0|0|2|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|PIMIENTA
TAMALES COSTEÑO|VERACRUZ|40|40|90|0|0|0|2|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|CALDO DE CERDO
TAMALES COSTEÑO|VERACRUZ|40|40|90|0|0|0|2|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|CERDO
TAMALES COSTEÑO|VERACRUZ|40|40|90|0|0|0|2|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|POLLO
TAMALES COSTEÑO|VERACRUZ|40|40|90|0|0|0|2|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|SAL
TAMALES COSTEÑO|VERACRUZ|40|40|90|0|0|0|2|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|HARINA DE MAIZ
TAMALES COSTEÑO|VERACRUZ|40|40|90|0|0|0|2|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|MAIZ
TAMALES DE ACELGA MICHOACANOS|MICHOACAN|30|45|75|0|0|0|3|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|MAIZ
TAMALES DE ACELGA MICHOACANOS|MICHOACAN|30|45|75|0|0|0|3|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|HARINA DE MAIZ
TAMALES DE ACELGA MICHOACANOS|MICHOACAN|30|45|75|0|0|0|3|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|ACELGA
TAMALES DE ACELGA MICHOACANOS|MICHOACAN|30|45|75|0|0|0|3|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|CERDO
TAMALES DE ACELGA MICHOACANOS|MICHOACAN|30|45|75|0|0|0|3|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|CEBOLLA
TAMALES DE ACELGA MICHOACANOS|MICHOACAN|30|45|75|0|0|0|3|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|AJO
TAMALES DE ACELGA MICHOACANOS|MICHOACAN|30|45|75|0|0|0|3|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|JITOMATE
TAMALES DE ACELGA MICHOACANOS|MICHOACAN|30|45|75|0|0|0|3|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|CHILE JALAPEÑO
TAMALES DE ACELGA MICHOACANOS|MICHOACAN|30|45|75|0|0|0|3|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|POLLO
TAMALES DE ACELGA MICHOACANOS|MICHOACAN|30|45|75|0|0|0|3|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|ALMENDRA
TAMALES DE ACELGA MICHOACANOS|MICHOACAN|30|45|75|0|0|0|3|2|TAMALES DE HARINA DE MAIZ NIXTAMALIZADA|Conquista y Virreinato (1521 – 1821)|Tamales|SAL
TAMALES DE AMARILLITO|OAXACA|12|40|30|0|0|0|2|2|TAMALES DE MASA CERNIDA|Conquista y Virreinato (1521 – 1821)|Tamales|MAIZ
TAMALES DE AMARILLITO|OAXACA|12|40|30|0|0|0|2|2|TAMALES DE MASA CERNIDA|Conquista y Virreinato (1521 – 1821)|Tamales|CHILE GUAJILLO
TAMALES DE AMARILLITO|OAXACA|12|40|30|0|0|0|2|2|TAMALES DE MASA CERNIDA|Conquista y Virreinato (1521 – 1821)|Tamales|AJO
TAMALES DE AMARILLITO|OAXACA|12|40|30|0|0|0|2|2|TAMALES DE MASA CERNIDA|Conquista y Virreinato (1521 – 1821)|Tamales|CEBOLLA
TAMALES DE AMARILLITO|OAXACA|12|40|30|0|0|0|2|2|TAMALES DE MASA CERNIDA|Conquista y Virreinato (1521 – 1821)|Tamales|COMINO
