NOMBRE DEL PLATILLO|ORIGEN_Platillo|RENDIMIENTO (PERSONAS)_Platillo|PREPARACIÓN (MIN)_Platillo|COCCIÓN (MIN)_Platillo|REPOSO (MIN)_Platillo|REFRIGERACIÓN (MIN)_Platillo|CONGELACIÓN (MIN)_Platillo|DIFICULTAD_Platillo|COSTO_Platillo|TIPO_Platillo|Epoca_Platillo|Categoría_Platillo|Ingrediente|num_Platillos|Categoría_Ingrediente|Epoca_Ingrediente|Origen_Ingrediente|Destino_Ingrediente|Estado_Ingrediente|Cultura_prehispánica_Ingrediente|Nota_cultural_Ingrediente
CHILES X CATIC RELLENOS DE CAZON|YUCATAN|6|20|25|20|0|0|2|3|Mariscos|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|EPAZOTE|60|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Edomex|Edomex|Edomex|Mexica|Se usaba para protegerse de males espirituales y evitar gases estomacales.
CHILES X CATIC RELLENOS DE CAZON|YUCATAN|6|20|25|20|0|0|2|3|Mariscos|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|CERDO|119|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|España|Veracruz|Veracruz|España|Hernán Cortés trajo los primeros cerdos; transformaron la dieta mesoamericana.
CHILES X CATIC RELLENOS DE CAZON|YUCATAN|6|20|25|20|0|0|2|3|Mariscos|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|JITOMATE|157|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|Europa lo creyó venenoso por siglos. Hoy es base de cocina mundial gracias a Mesoamérica.
CHILES X CATIC RELLENOS DE CAZON|YUCATAN|6|20|25|20|0|0|2|3|Mariscos|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|CEBOLLA|238|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Irán|Puebla|Puebla|Irán|Se usaba como medicina en Egipto; llegó a México en la Colonia.
CHILES X CATIC RELLENOS DE CAZON|YUCATAN|6|20|25|20|0|0|2|3|Mariscos|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|ACHIOTE|12|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Yucatán|Yucatán|Yucatán|Maya|Se usaba como tinte corporal, repelente y condimento. Sagrado y rojo.
CHILES X CATIC RELLENOS DE CAZON|YUCATAN|6|20|25|20|0|0|2|3|Mariscos|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|VINAGRE BLANCO|18|Condimentos, Aceites y Endulzantes|Influencia europea / Porfiriato (1821 - 1910)|Alemania|CDMX|CDMX|Alemania|Su origen es medieval; útil en escabeches y limpieza doméstica.
CHILES X CATIC RELLENOS DE CAZON|YUCATAN|6|20|25|20|0|0|2|3|Mariscos|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|CHILE GÜERO|11|Verduras y Hierbas|México Prehispánico (Antes de 1521)|CDMX|CDMX|CDMX|Mexica|De color amarillo pálido; ideal para rellenar o escabechar.
CHILES X CATIC RELLENOS DE CAZON|YUCATAN|6|20|25|20|0|0|2|3|Mariscos|Conquista y Virreinato (1521 – 1821)|Chiles rellenos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
CHILTOMATE |YUCATAN|5|10|0|0|0|0|1|1|Salsas|México Prehispánico (Antes de 1521)|Salsas y aderezos|JITOMATE|157|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|Europa lo creyó venenoso por siglos. Hoy es base de cocina mundial gracias a Mesoamérica.
CHILTOMATE |YUCATAN|5|10|0|0|0|0|1|1|Salsas|México Prehispánico (Antes de 1521)|Salsas y aderezos|CHILE HABANERO|14|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Yucatán|Yucatán|Yucatán|Maya|Uno de los más picantes del mundo. Su picor llega sin avisar.
CHILTOMATE |YUCATAN|5|10|0|0|0|0|1|1|Salsas|México Prehispánico (Antes de 1521)|Salsas y aderezos|CEBOLLA|238|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Irán|Puebla|Puebla|Irán|Se usaba como medicina en Egipto; llegó a México en la Colonia.
CHILTOMATE |YUCATAN|5|10|0|0|0|0|1|1|Salsas|México Prehispánico (Antes de 1521)|Salsas y aderezos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
COCHINITA PIBIL|YUCATAN|12|30|180|480|0|0|2|2|Carnes|Conquista y Virreinato (1521 – 1821)|Carnes|RECAUDO|2|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Yucatán|Yucatán|Yucatán|Maya|Pasta de especias y chiles; base de casi todos los guisos yucatecos.
COCHINITA PIBIL|YUCATAN|12|30|180|480|0|0|2|2|Carnes|Conquista y Virreinato (1521 – 1821)|Carnes|NARANJA|43|Frutas|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|Las primeras naranjas dulces llegaron vía Cuba y se adaptaron muy bien.
COCHINITA PIBIL|YUCATAN|12|30|180|480|0|0|2|2|Carnes|Conquista y Virreinato (1521 – 1821)|Carnes|CERDO|119|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|España|Veracruz|Veracruz|España|Hernán Cortés trajo los primeros cerdos; transformaron la dieta mesoamericana.
COCHINITA PIBIL|YUCATAN|12|30|180|480|0|0|2|2|Carnes|Conquista y Virreinato (1521 – 1821)|Carnes|PLATANO|17|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Filipinas|Veracruz|Veracruz|Filipinas|Llegó por el Galeón de Manila; ahora parte del desayuno mexicano.
COCHINITA PIBIL|YUCATAN|12|30|180|480|0|0|2|2|Carnes|Conquista y Virreinato (1521 – 1821)|Carnes|CALDO|1|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Puebla|Puebla|Puebla|Mestiza|Base líquida tradicional hecha con huesos, hierbas y paciencia.
COCHINITA PIBIL|YUCATAN|12|30|180|480|0|0|2|2|Carnes|Conquista y Virreinato (1521 – 1821)|Carnes|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
COCHINITA PIBIL|YUCATAN|12|30|180|480|0|0|2|2|Carnes|Conquista y Virreinato (1521 – 1821)|Carnes|ESCABECHE BLANCO|1|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|España|Puebla|Puebla|España|Versión más clara, sin jitomate; suele ir con pollo o pescado.
COCHINITA PIBIL|YUCATAN|12|30|180|480|0|0|2|2|Carnes|Conquista y Virreinato (1521 – 1821)|Carnes|TORTILLA DE MAÍZ|21|Harinas y Masas|México Prehispánico (Antes de 1521)|Oaxaca|Oaxaca|Oaxaca|Zapoteca|Más que alimento: símbolo cultural. En cada pliegue hay historia.
CODORNICES EN ESCABECHE ORIENTAL|YUCATAN|6|40|45|720|0|0|2|3|Carnes|Conquista y Virreinato (1521 – 1821)|Aves|VINAGRE|5|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Francia|Puebla|Puebla|Francia|Fermentación que preserva alimentos; base de escabeches y curtidos.
CODORNICES EN ESCABECHE ORIENTAL|YUCATAN|6|40|45|720|0|0|2|3|Carnes|Conquista y Virreinato (1521 – 1821)|Aves|NARANJA|43|Frutas|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|Las primeras naranjas dulces llegaron vía Cuba y se adaptaron muy bien.
CODORNICES EN ESCABECHE ORIENTAL|YUCATAN|6|40|45|720|0|0|2|3|Carnes|Conquista y Virreinato (1521 – 1821)|Aves|RECAUDO NEGRO|1|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Yucatán|Yucatán|Yucatán|Maya|Se elabora con chiles quemados hasta carbonizar; sabor fuerte y terroso.
CODORNICES EN ESCABECHE ORIENTAL|YUCATAN|6|40|45|720|0|0|2|3|Carnes|Conquista y Virreinato (1521 – 1821)|Aves|CODORNIZ|4|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|España|Puebla|Puebla|España|Ave de caza; aparece en recetas coloniales como escabeches.
CODORNICES EN ESCABECHE ORIENTAL|YUCATAN|6|40|45|720|0|0|2|3|Carnes|Conquista y Virreinato (1521 – 1821)|Aves|CEBOLLA|238|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Irán|Puebla|Puebla|Irán|Se usaba como medicina en Egipto; llegó a México en la Colonia.
CODORNICES EN ESCABECHE ORIENTAL|YUCATAN|6|40|45|720|0|0|2|3|Carnes|Conquista y Virreinato (1521 – 1821)|Aves|PLATANO|17|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Filipinas|Veracruz|Veracruz|Filipinas|Llegó por el Galeón de Manila; ahora parte del desayuno mexicano.
CODORNICES EN ESCABECHE ORIENTAL|YUCATAN|6|40|45|720|0|0|2|3|Carnes|Conquista y Virreinato (1521 – 1821)|Aves|ACEITE|106|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|España|Puebla|Puebla|España|El aceite de oliva fue esencial en la comida conventual.
CODORNICES EN ESCABECHE ORIENTAL|YUCATAN|6|40|45|720|0|0|2|3|Carnes|Conquista y Virreinato (1521 – 1821)|Aves|CALDO DE POLLO|60|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|Tlaxcala|Tlaxcala|Tlaxcala|Mexica|El caldo se preparaba con aves nativas como el guajolote, no con pollo.
CODORNICES EN ESCABECHE ORIENTAL|YUCATAN|6|40|45|720|0|0|2|3|Carnes|Conquista y Virreinato (1521 – 1821)|Aves|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
CODORNICES EN ESCABECHE ORIENTAL|YUCATAN|6|40|45|720|0|0|2|3|Carnes|Conquista y Virreinato (1521 – 1821)|Aves|PIMIENTA|145|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|En la Edad Media valía más que el oro; llegó por vía marítima.
DULCE DE HIGOS VERDES|YUCATAN|10|10|30|0|0|0|1|2|Postres|Conquista y Virreinato (1521 – 1821)|Dulces y postres|HIGO VERDE|1|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|España|Puebla|Puebla|España|Variedad menos dulce; muchas veces se encurta o cristaliza.
DULCE DE HIGOS VERDES|YUCATAN|10|10|30|0|0|0|1|2|Postres|Conquista y Virreinato (1521 – 1821)|Dulces y postres|LIMON|58|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Colima|Colima|India|El limón persa fue traído por los españoles y crece mejor en la costa.
DULCE DE HIGOS VERDES|YUCATAN|10|10|30|0|0|0|1|2|Postres|Conquista y Virreinato (1521 – 1821)|Dulces y postres|AZUCAR|103|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|Cultivo traído por los españoles; el azúcar impulsó el desarrollo de haciendas.
DULCE DE HIGOS VERDES|YUCATAN|10|10|30|0|0|0|1|2|Postres|Conquista y Virreinato (1521 – 1821)|Dulces y postres|CREMA|22|Lácteos y Huevos|Conquista y Virreinato (1521 – 1821)|Francia|CDMX|CDMX|Francia|Se separa por decantación de la leche; se industrializó hasta los años 60.
DZIK DE VENADO|YUCATAN|8|20|0|0|0|0|1|2|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Carnes|VENADO|2|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Sonora|Sonora|Sonora|Yaqui|Su carne era ofrenda ritual y platillo de elite entre culturas del norte.
DZIK DE VENADO|YUCATAN|8|20|0|0|0|0|1|2|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Carnes|CILANTRO|65|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Grecia|Veracruz|Veracruz|Grecia|Los mexicas no lo conocieron; se popularizó mucho después.
DZIK DE VENADO|YUCATAN|8|20|0|0|0|0|1|2|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Carnes|JITOMATE|157|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|Europa lo creyó venenoso por siglos. Hoy es base de cocina mundial gracias a Mesoamérica.
DZIK DE VENADO|YUCATAN|8|20|0|0|0|0|1|2|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Carnes|RABANO|8|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Grecia|Puebla|Puebla|Grecia|Se cultiva en climas fríos; en Oaxaca se tallan figuras con él.
DZIK DE VENADO|YUCATAN|8|20|0|0|0|0|1|2|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Carnes|CEBOLLA|238|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Irán|Puebla|Puebla|Irán|Se usaba como medicina en Egipto; llegó a México en la Colonia.
DZIK DE VENADO|YUCATAN|8|20|0|0|0|0|1|2|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Carnes|CHILE VERDE|13|Verduras y Hierbas|México Prehispánico (Antes de 1521)|CDMX|CDMX|CDMX|Mexica|Genérico para chiles frescos; el color de la esperanza también pica.
DZIK DE VENADO|YUCATAN|8|20|0|0|0|0|1|2|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Carnes|NARANJA|43|Frutas|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|Las primeras naranjas dulces llegaron vía Cuba y se adaptaron muy bien.
DZIK DE VENADO|YUCATAN|8|20|0|0|0|0|1|2|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Carnes|TOSTADA DE MAÍZ|3|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|CDMX|CDMX|CDMX|Mexica|Nace de aprovechar tortillas duras. Su crocancia es símbolo de sabiduría popular.
DZIK DE VENADO|YUCATAN|8|20|0|0|0|0|1|2|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Carnes|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
DZOTOBICHAY|YUCATAN|40|60|60|0|0|0|3|2|Tamales|México Prehispánico (Antes de 1521)|Tamales|CHAYA|4|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Tabasco|Tabasco|Tabasco|Maya|Planta sagrada que se hierve antes de comer; cruda puede ser tóxica.
DZOTOBICHAY|YUCATAN|40|60|60|0|0|0|3|2|Tamales|México Prehispánico (Antes de 1521)|Tamales|MASA DE MAÍZ|30|Harinas y Masas|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|El secreto está en la cal. La nixtamalización transforma el maíz en nutrición.
DZOTOBICHAY|YUCATAN|40|60|60|0|0|0|3|2|Tamales|México Prehispánico (Antes de 1521)|Tamales|CALABAZA|47|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Oaxaca|Oaxaca|Oaxaca|Zapoteca|Se usaban la pulpa, las semillas y hasta las cáscaras como utensilios.
DZOTOBICHAY|YUCATAN|40|60|60|0|0|0|3|2|Tamales|México Prehispánico (Antes de 1521)|Tamales|HUEVO|76|Lácteos y Huevos|Conquista y Virreinato (1521 – 1821)|China|CDMX|CDMX|China|El huevo de gallina no existía en América antes de la Conquista.
DZOTOBICHAY|YUCATAN|40|60|60|0|0|0|3|2|Tamales|México Prehispánico (Antes de 1521)|Tamales|CERDO|119|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|España|Veracruz|Veracruz|España|Hernán Cortés trajo los primeros cerdos; transformaron la dieta mesoamericana.
DZOTOBICHAY|YUCATAN|40|60|60|0|0|0|3|2|Tamales|México Prehispánico (Antes de 1521)|Tamales|CEBOLLA|238|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Irán|Puebla|Puebla|Irán|Se usaba como medicina en Egipto; llegó a México en la Colonia.
DZOTOBICHAY|YUCATAN|40|60|60|0|0|0|3|2|Tamales|México Prehispánico (Antes de 1521)|Tamales|JITOMATE|157|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|Europa lo creyó venenoso por siglos. Hoy es base de cocina mundial gracias a Mesoamérica.
DZOTOBICHAY|YUCATAN|40|60|60|0|0|0|3|2|Tamales|México Prehispánico (Antes de 1521)|Tamales|CHILE HABANERO|14|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Yucatán|Yucatán|Yucatán|Maya|Uno de los más picantes del mundo. Su picor llega sin avisar.
DZOTOBICHAY|YUCATAN|40|60|60|0|0|0|3|2|Tamales|México Prehispánico (Antes de 1521)|Tamales|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
ESCABECHE BLANCO|YUCATAN|8|5|20|120|0|0|1|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Encurtidos|CEBOLLA|238|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Irán|Puebla|Puebla|Irán|Se usaba como medicina en Egipto; llegó a México en la Colonia.
ESCABECHE BLANCO|YUCATAN|8|5|20|120|0|0|1|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Encurtidos|VINAGRE DE YEMA|2|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Oaxaca|Oaxaca|Oaxaca|Zapoteca|Fermentado de agave; usado en festividades tradicionales.
ESCABECHE BLANCO|YUCATAN|8|5|20|120|0|0|1|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Encurtidos|CHILE XCATIK|1|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Yucatán|Yucatán|Yucatán|Maya|Amarillo, alargado; picoso y aromático.
ESCABECHE BLANCO|YUCATAN|8|5|20|120|0|0|1|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Encurtidos|AJO|195|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Kazajistán|Puebla|Puebla|Kazajistán|Muy valorado por su aroma y poder antibiótico natural.
ESCABECHE BLANCO|YUCATAN|8|5|20|120|0|0|1|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Encurtidos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
ESCABECHE BLANCO|YUCATAN|8|5|20|120|0|0|1|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Encurtidos|PIMIENTA|145|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|En la Edad Media valía más que el oro; llegó por vía marítima.
ESCABECHE BLANCO|YUCATAN|8|5|20|120|0|0|1|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Encurtidos|RECAUDO|2|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Yucatán|Yucatán|Yucatán|Maya|Pasta de especias y chiles; base de casi todos los guisos yucatecos.
ESCABECHE DE CEBOLLA MORADA|YUCATAN|4|15|5|120|1|1|1|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Encurtidos|ACEITE|106|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|España|Puebla|Puebla|España|El aceite de oliva fue esencial en la comida conventual.
ESCABECHE DE CEBOLLA MORADA|YUCATAN|4|15|5|120|1|1|1|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Encurtidos|CHILE HABANERO|14|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Yucatán|Yucatán|Yucatán|Maya|Uno de los más picantes del mundo. Su picor llega sin avisar.
ESCABECHE DE CEBOLLA MORADA|YUCATAN|4|15|5|120|1|1|1|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Encurtidos|CEBOLLA|238|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Irán|Puebla|Puebla|Irán|Se usaba como medicina en Egipto; llegó a México en la Colonia.
ESCABECHE DE CEBOLLA MORADA|YUCATAN|4|15|5|120|1|1|1|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Encurtidos|VINAGRE DE MANZANA|17|Frutas|Influencia europea / Porfiriato (1821 - 1910)|Francia|CDMX|CDMX|Francia|Hipócrates lo usaba como medicina; ahora va en aderezos y dietas.
ESCABECHE DE CEBOLLA MORADA|YUCATAN|4|15|5|120|1|1|1|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Encurtidos|PIMIENTA|145|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|En la Edad Media valía más que el oro; llegó por vía marítima.
ESCABECHE DE CEBOLLA MORADA|YUCATAN|4|15|5|120|1|1|1|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Encurtidos|TOMILLO|38|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Grecia|CDMX|CDMX|Grecia|Planta asociada a rituales de fuerza y valor en la antigüedad.
ESCABECHE DE CEBOLLA MORADA|YUCATAN|4|15|5|120|1|1|1|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Encurtidos|LAUREL|32|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Italia|CDMX|CDMX|Italia|Símbolo de victoria en Roma; en México se usa en caldos y salsas.
ESCABECHE DE CEBOLLA MORADA|YUCATAN|4|15|5|120|1|1|1|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Encurtidos|MEJORANA|28|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Italia|CDMX|CDMX|Italia|Más dulce que el orégano; se cultiva en huertos urbanos.
ESCABECHE DE CEBOLLA MORADA|YUCATAN|4|15|5|120|1|1|1|1|Especialidades Regionales|Conquista y Virreinato (1521 – 1821)|Encurtidos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
FRIJOL CON PUERCO|YUCATAN|6|15|120|10|0|0|1|2|Carnes|Conquista y Virreinato (1521 – 1821)|Platos fuertes|CERDO|119|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|España|Veracruz|Veracruz|España|Hernán Cortés trajo los primeros cerdos; transformaron la dieta mesoamericana.
FRIJOL CON PUERCO|YUCATAN|6|15|120|10|0|0|1|2|Carnes|Conquista y Virreinato (1521 – 1821)|Platos fuertes|FRIJOL|33|Leguminosas, Semillas y Nueces|México Prehispánico (Antes de 1521)|Oaxaca|Oaxaca|Oaxaca|Zapoteca|Junto al maíz y el chile forma la “tríada mesoamericana” alimentaria.
FRIJOL CON PUERCO|YUCATAN|6|15|120|10|0|0|1|2|Carnes|Conquista y Virreinato (1521 – 1821)|Platos fuertes|CEBOLLA|238|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Irán|Puebla|Puebla|Irán|Se usaba como medicina en Egipto; llegó a México en la Colonia.
FRIJOL CON PUERCO|YUCATAN|6|15|120|10|0|0|1|2|Carnes|Conquista y Virreinato (1521 – 1821)|Platos fuertes|EPAZOTE|60|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Edomex|Edomex|Edomex|Mexica|Se usaba para protegerse de males espirituales y evitar gases estomacales.
FRIJOL CON PUERCO|YUCATAN|6|15|120|10|0|0|1|2|Carnes|Conquista y Virreinato (1521 – 1821)|Platos fuertes|CHILTOMATE|2|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Yucatán|Yucatán|Yucatán|Maya|Salsa cocida de jitomate y chile; se acompaña con huevos o frijoles.
FRIJOL CON PUERCO|YUCATAN|6|15|120|10|0|0|1|2|Carnes|Conquista y Virreinato (1521 – 1821)|Platos fuertes|SALPICON|1|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|España|CDMX|CDMX|España|Plato frío con carne deshebrada, cebolla y vinagre; de influencia hispana.
FRIJOLES COLADOS|YUCATAN|4|20|20|0|0|0|2|1|Antojitos|México Prehispánico (Antes de 1521)|Acompañamientos|FRIJOL|33|Leguminosas, Semillas y Nueces|México Prehispánico (Antes de 1521)|Oaxaca|Oaxaca|Oaxaca|Zapoteca|Junto al maíz y el chile forma la “tríada mesoamericana” alimentaria.
FRIJOLES COLADOS|YUCATAN|4|20|20|0|0|0|2|1|Antojitos|México Prehispánico (Antes de 1521)|Acompañamientos|CERDO|119|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|España|Veracruz|Veracruz|España|Hernán Cortés trajo los primeros cerdos; transformaron la dieta mesoamericana.
FRIJOLES COLADOS|YUCATAN|4|20|20|0|0|0|2|1|Antojitos|México Prehispánico (Antes de 1521)|Acompañamientos|CEBOLLA|238|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Irán|Puebla|Puebla|Irán|Se usaba como medicina en Egipto; llegó a México en la Colonia.
FRIJOLES COLADOS|YUCATAN|4|20|20|0|0|0|2|1|Antojitos|México Prehispánico (Antes de 1521)|Acompañamientos|CHILE VERDE|13|Verduras y Hierbas|México Prehispánico (Antes de 1521)|CDMX|CDMX|CDMX|Mexica|Genérico para chiles frescos; el color de la esperanza también pica.
HA SIKIL P AK|YUCATAN|8|10|0|0|0|0|2|1|Especialidades Regionales|México Prehispánico (Antes de 1521)|Salsas y aderezos|CALABAZA|47|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Oaxaca|Oaxaca|Oaxaca|Zapoteca|Se usaban la pulpa, las semillas y hasta las cáscaras como utensilios.
HA SIKIL P AK|YUCATAN|8|10|0|0|0|0|2|1|Especialidades Regionales|México Prehispánico (Antes de 1521)|Salsas y aderezos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
HA SIKIL P AK|YUCATAN|8|10|0|0|0|0|2|1|Especialidades Regionales|México Prehispánico (Antes de 1521)|Salsas y aderezos|JITOMATE|157|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|Europa lo creyó venenoso por siglos. Hoy es base de cocina mundial gracias a Mesoamérica.
HA SIKIL P AK|YUCATAN|8|10|0|0|0|0|2|1|Especialidades Regionales|México Prehispánico (Antes de 1521)|Salsas y aderezos|CHILE HABANERO|14|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Yucatán|Yucatán|Yucatán|Maya|Uno de los más picantes del mundo. Su picor llega sin avisar.
HA SIKIL P AK|YUCATAN|8|10|0|0|0|0|2|1|Especialidades Regionales|México Prehispánico (Antes de 1521)|Salsas y aderezos|CILANTRO|65|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Grecia|Veracruz|Veracruz|Grecia|Los mexicas no lo conocieron; se popularizó mucho después.
